SID,SNAME,SEX,HEIGHT,BDATE,DORM
04013810,许昌筠,男,178.0,2004-10-04,南1舍529
04013821,王优兰,女,168.73,2004-10-31,北1舍515
04013831,王珊萌,女,156.46,2004-08-18,南2舍702
04013841,张绣娟,女,154.35,2005-02-18,北2舍611
04013850,白泽致,男,177.0,2005-02-04,西1舍235
04013861,陈雯蓉,女,162.32,2005-01-28,南1舍726
04013870,何佑溪,男,177.0,2005-02-27,东2舍623
04013881,刘智秋,女,159.19,2004-02-21,东2舍420
04013891,文乐惠,女,157.47,2004-08-11,北1舍934
04013900,王充世,男,174.0,2003-11-15,西1舍733
04013911,徐莓语,女,169.05,2003-08-14,东1舍302
04013920,徐俊衡,男,173.0,2004-10-11,北1舍126
04013930,秦世韶,男,181.0,2004-01-22,北1舍304
04013941,王芊觅,女,167.25,2004-02-09,西2舍833
04013951,郭虞咏,女,155.18,2004-12-10,东2舍219
04013960,孙诤胜,男,167.0,2004-04-18,东2舍532
04013971,吴觅兰,女,168.49,2004-05-23,南2舍434
04013980,彭科昶,男,172.0,2004-08-05,东2舍913
04013990,刘奇立,男,173.0,2004-07-16,南1舍539
04014001,阮傲绮,女,157.37,2004-05-23,西2舍724
04014011,龙影文,女,165.47,2004-11-18,东1舍724
04014021,周玥晗,女,164.34,2004-09-30,北2舍538
04014031,陈芃银,女,171.74,2003-09-28,东1舍824
04014040,康昱瑜,男,176.0,2003-09-03,南1舍640
04014051,郝苒溪,女,152.5,2004-04-03,南1舍831
04014061,张芹晨,女,166.03,2005-07-07,北1舍534
04014071,朱容莉,女,161.18,2004-08-15,西1舍322
04014081,胡霜芊,女,148.99,2004-11-26,东1舍433
04014090,梁涛钟,男,173.0,2004-03-12,西1舍723
04014101,刘琴懿,女,165.63,2004-03-30,西2舍537
04014110,陈咏华,男,190.0,2004-07-31,北1舍834
04014120,梁辰羽,男,173.0,2004-06-19,北1舍240
04014130,李彦材,男,170.0,2004-07-30,东2舍211
04014140,李行弛,男,162.0,2004-11-07,西1舍926
04014151,何秋杏,女,164.48,2004-12-11,东2舍913
04014161,张蓝曦,女,165.88,2004-04-09,西1舍920
04014170,高晟阔,男,183.0,2004-07-04,北2舍711
04014181,李蔚源,女,168.38,2004-03-09,西1舍416
04014191,刘曦冬,女,162.97,2004-05-05,东1舍914
04014201,张玮聪,女,159.67,2004-08-05,北2舍330
04014210,黄靖振,男,181.0,2004-07-17,南2舍729
04014220,孙卿佳,男,175.0,2003-11-18,东1舍516
04014231,刘霞煜,女,168.14,2004-11-18,南2舍932
04014241,郭姝曼,女,168.86,2004-12-03,南1舍313
04014250,李士罡,男,172.0,2005-02-01,南1舍612
04014261,孙木煊,女,169.31,2004-06-10,东1舍208
04014271,李岚任,女,165.13,2004-08-17,西2舍628
04014281,李灵儿,女,155.33,2004-10-29,东1舍529
04014291,崔颢帆,女,167.41,2004-08-11,南1舍311
04014300,梁言佚,男,168.0,2003-09-10,北1舍340
04014310,赵轼掣,男,160.0,2004-08-11,北1舍904
04014321,张苑思,女,160.77,2004-08-19,西1舍407
04014330,谭飒映,男,156.0,2003-12-01,南2舍129
04014340,詹合溯,男,179.0,2004-09-02,南1舍309
04014351,李萌峥,女,174.71,2004-08-06,西1舍819
04014360,陈理凰,男,167.0,2004-09-29,东1舍314
04014370,胡宇晨,男,181.0,2004-05-10,南1舍225
04014380,张毅齐,男,176.0,2004-06-11,南2舍804
04014391,朱婉馥,女,160.08,2004-04-12,南1舍832
04014401,孙缦书,女,163.82,2004-05-11,南1舍628
04014411,刘珊裳,女,152.94,2004-04-28,南1舍430
04014421,陈芊姣,女,166.72,2004-02-19,南2舍718
04014430,祁坤玫,男,181.0,2004-11-05,南2舍233
04014440,黄业晟,男,181.0,2003-06-15,北2舍130
04014451,李蕊龙,女,161.48,2003-12-14,南1舍816
04014461,陈听弦,女,167.64,2004-04-08,北2舍902
04014470,王溯万,男,176.0,2004-09-29,东2舍432
04014481,贾红觅,女,167.44,2004-01-27,南2舍702
04014491,潘新晓,女,162.93,2004-04-05,北1舍833
04014501,徐林群,女,158.73,2004-08-26,西2舍118
04014510,杨聪苗,男,172.0,2004-09-06,南1舍703
04014520,宋齐皓,男,176.0,2003-11-02,南2舍406
04014530,胡言海,男,170.0,2004-01-31,北2舍840
04014541,宋宁易,女,160.58,2004-07-27,北2舍924
04014551,高香灵,女,149.97,2004-05-23,东1舍519
04014561,王颜滢,女,165.31,2004-08-01,西2舍904
04014571,宋璐春,女,169.66,2004-10-09,西2舍237
04014580,王森浪,男,165.0,2004-09-26,北1舍409
04014591,赵鹤露,女,166.87,2004-10-10,东1舍225
04014600,朱颔咏,男,161.0,2004-04-17,南1舍718
04014611,孙姝煜,女,158.04,2005-06-28,南2舍839
04014621,胡秋若,女,171.81,2005-01-21,西2舍405
04014631,张瑶潇,女,182.89,2003-09-28,西1舍737
04014640,杨霆佚,男,169.0,2004-06-23,东1舍508
04014651,徐夏鸾,女,154.55,2004-05-03,东1舍302
04014660,沈睿沧,男,172.0,2004-02-01,西1舍625
04014670,周敖俯,男,178.0,2004-07-27,南2舍415
04014680,廖瀛逸,男,180.0,2004-08-17,西1舍932
04014691,马钰安,女,159.79,2003-11-26,东2舍101
04014700,梁忠存,男,183.0,2005-01-22,东1舍622
04014710,苗楠咏,男,178.0,2004-11-17,西2舍131
04014721,周薇琶,女,161.86,2004-08-22,南2舍825
04014731,吴娟杏,女,167.81,2004-05-30,东2舍227
04014741,刘俏眉,女,159.19,2004-09-25,南1舍931
04014750,李逸濮,男,173.0,2004-06-04,西1舍327
04014760,陈铠律,男,168.0,2004-07-30,东1舍429
04014770,黄达宝,男,184.0,2004-07-26,南2舍434
04014780,王航锦,男,180.0,2003-12-29,西1舍805
04014791,程凡荫,女,157.96,2004-07-25,西2舍821
04014800,王钊炎,男,168.0,2004-12-28,西2舍527
04014810,尹宸舱,男,170.0,2004-06-25,东1舍333
04014821,郭琪皎,女,154.4,2004-10-21,东2舍235
04014831,李洲翠,女,155.99,2004-02-19,南2舍729
04014841,韦弦楠,女,174.5,2004-03-03,北2舍224
04014851,张芫蒨,女,165.38,2003-12-17,西2舍905
04014860,麦劭才,男,167.0,2004-07-01,南2舍415
04014870,黄奎聚,男,177.0,2004-01-18,东1舍332
04014880,黄武忠,男,166.0,2004-08-29,南2舍729
04014891,黄晴林,女,150.65,2004-06-08,南1舍636
04014900,任宏李,男,173.0,2003-11-07,北1舍230
04014911,张雁超,女,169.45,2004-08-12,北1舍214
04014920,黎彦子,男,174.0,2004-07-06,南2舍926
04014930,谷军镇,男,171.0,2005-01-06,东2舍323
04014941,段彩玫,女,150.89,2003-11-26,南1舍312
04014951,陈娟梓,女,160.72,2004-07-04,南1舍431
04014960,王业致,男,176.0,2004-02-22,东2舍716
04014970,蔡冰振,男,161.0,2004-06-26,南1舍424
04014981,张凡丹,女,156.68,2004-02-19,北1舍620
04014991,梁梓媛,女,169.43,2004-08-26,南1舍704
04015000,陆照阔,男,164.0,2004-03-14,南2舍826
04015011,张初绣,女,168.29,2004-08-10,东1舍310
04015021,柴柔娴,女,160.99,2004-06-07,西2舍114
04015031,王裳旭,女,165.63,2004-01-14,南1舍331
04015040,江元辰,男,181.0,2004-06-01,北2舍812
04015050,孔克科,男,168.0,2004-11-15,北2舍929
04015061,冯芹奕,女,165.66,2005-01-21,东1舍508
04015071,罗宁鸾,女,155.32,2004-08-05,南1舍411
04015081,刘育芹,女,147.39,2004-08-02,北1舍234
04015091,张叶霎,女,165.74,2004-06-10,北1舍415
04015100,李才高,男,176.0,2003-12-10,南1舍404
04015111,孙晴君,女,154.87,2004-06-13,北2舍515
04015121,魏皎书,女,156.86,2004-03-02,西1舍503
04015131,刘梨驰,女,161.31,2005-04-02,东2舍835
04015141,周紫芫,女,159.0,2004-03-10,北2舍410
04015150,黄强焘,男,175.0,2004-07-25,北2舍834
04015161,冯瑗红,女,163.82,2004-12-14,南1舍827
04015170,邓光朋,男,164.0,2005-01-07,东1舍219
04015180,陈寒擎,男,183.0,2003-10-01,西2舍126
04015190,张蓝臻,男,173.0,2004-09-26,北2舍539
04015200,金致章,男,182.0,2004-07-02,北1舍120
04015211,郑雪宛,女,154.27,2004-01-30,北1舍231
04015221,李容玥,女,161.08,2004-03-10,南1舍740
04015231,燕亦彨,女,163.13,2004-07-13,北2舍809
04015240,王宇聚,男,172.0,2004-04-30,西2舍136
04015250,高至海,男,166.0,2004-02-06,西1舍630
04015261,杜桃夏,女,161.27,2004-10-03,北1舍940
04015270,杨时劻,男,174.0,2003-08-03,东1舍812
04015280,尤伦善,男,164.0,2004-08-14,南2舍340
04015291,张任初,女,167.47,2004-03-24,东2舍211
04015301,董兔靖,女,156.7,2004-02-14,南1舍129
04015310,王鹰鸿,男,175.0,2004-05-20,北1舍527
04015321,欧旋醉,女,161.85,2004-01-27,南2舍836
04015331,张璇珍,女,167.48,2004-02-08,南1舍628
04015341,谷萍妍,女,162.14,2005-02-03,北2舍340
04015350,杨照林,男,167.0,2004-05-05,西1舍233
04015360,魏驹生,男,172.0,2004-11-21,北1舍408
04015371,边艳蝶,女,164.88,2004-11-30,北2舍936
04015381,韩林阳,女,169.05,2004-04-06,西2舍219
04015391,李桂萱,女,154.04,2003-10-15,北2舍726
04015401,程羽勤,女,168.9,2004-09-28,东2舍803
04015410,贺泉玮,男,170.0,2004-09-27,东1舍634
04015421,苏芳融,女,169.1,2004-11-17,西2舍428
04015430,程诗行,男,164.0,2003-12-16,东2舍425
04015441,马芬荫,女,160.04,2004-10-30,西2舍714
04015450,丁溪溪,男,176.0,2004-12-13,西1舍140
04015460,刘杰垒,男,170.0,2004-04-16,南1舍219
04015470,邓峰生,男,181.0,2004-06-21,西1舍737
04015481,郭欢盼,女,167.27,2004-07-22,南1舍418
04015490,颜诚璟,男,172.0,2005-03-01,南1舍111
04015501,吴蓓漪,女,163.35,2004-12-20,东1舍632
04015510,周缜略,男,179.0,2004-02-14,北1舍929
04015520,丘宝含,男,166.0,2004-10-14,西1舍621
04015530,刘时乔,男,185.0,2003-10-07,东1舍618
04015540,王辈佑,男,180.0,2004-04-18,西2舍906
04015550,黄彬群,男,179.0,2004-10-29,南2舍706
04015560,张佑彬,男,170.0,2004-07-20,东2舍631
04015570,谢彬瑞,男,182.0,2004-05-28,南2舍439
04015580,张庭昊,男,174.0,2004-09-21,西1舍420
04015591,周柏冉,女,159.49,2005-05-15,北1舍208
04015600,林福波,男,167.0,2004-10-20,东2舍531
04015611,阎哲琼,女,159.34,2004-03-17,东2舍432
04015621,屈雅路,女,148.01,2004-07-28,西1舍409
04015630,杨平钦,男,176.0,2005-03-11,南1舍311
04015640,魏焘铠,男,167.0,2004-08-12,东1舍632
04015650,刘畅伦,男,184.0,2004-08-15,北2舍326
04015660,田旖淇,男,180.0,2004-11-19,西2舍937
04015670,谢南李,男,181.0,2004-04-07,北2舍316
04015680,何树刚,男,178.0,2003-12-27,北2舍722
04015691,王奕茜,女,166.25,2005-02-01,南1舍315
04015701,莫旋琦,女,168.19,2004-07-05,北2舍315
04015710,张波生,男,166.0,2004-06-16,南1舍408
04015720,鲁旭劭,男,168.0,2004-03-01,西2舍436
04015730,宋昱竹,男,168.0,2004-03-23,北1舍106
04015740,倪朋李,男,183.0,2004-04-05,西2舍625
04015750,曹岑丞,男,190.0,2005-01-16,东1舍623
04015760,张忠嘉,男,180.0,2004-10-06,西1舍733
04015770,王翰昭,男,172.0,2004-10-24,东2舍514
04015780,徐征罡,男,172.0,2004-09-20,北1舍802
04015791,刘凡梓,女,159.4,2003-09-23,北1舍840
04015801,贾荣赫,女,164.7,2005-01-12,北2舍628
04015810,李筠旖,男,156.0,2005-01-03,南2舍530
04015821,郑乐兔,女,174.56,2004-03-24,西1舍233
04015831,李南彨,女,166.33,2004-04-21,南2舍223
04015840,林钦康,男,176.0,2004-11-15,西1舍817
04015851,刘可光,女,166.27,2004-09-26,东1舍222
04015861,李焓羽,女,166.61,2004-09-22,西2舍108
04015871,王颢佳,女,162.52,2004-06-12,北1舍428
04015881,雷彨好,女,155.17,2004-09-14,东2舍219
04015891,张怜绣,女,158.77,2004-05-13,东2舍835
04015901,冯亭寻,女,168.49,2004-09-07,西2舍316
04015910,曾晋才,男,183.0,2004-12-14,东1舍411
04015921,刘莺梦,女,149.46,2004-08-08,北1舍325
04015931,龚哲超,女,160.79,2004-03-16,西1舍133
04015941,戴真倚,女,172.15,2004-08-05,北1舍231
04015950,刘圣驾,男,167.0,2004-08-04,南1舍938
04015960,吴颔彤,男,178.0,2004-02-05,南1舍107
04015971,王鸾月,女,164.19,2005-04-10,东2舍138
04015980,刘彦颜,男,174.0,2003-11-17,西2舍428
04015990,雷驹浦,男,181.0,2004-06-07,南2舍609
04016000,叶掣鹏,男,167.0,2004-12-01,西1舍420
04016011,董花阳,女,164.19,2003-08-21,东2舍333
04016020,马弛尧,男,171.0,2004-08-06,南1舍605
04016031,赵芫童,女,175.84,2004-09-16,东1舍924
04016040,张晗韦,男,176.0,2004-08-01,东2舍104
04016051,龙幽怀,女,166.25,2004-01-29,东1舍601
04016061,雷芳妍,女,161.62,2004-07-11,东2舍709
04016071,石瑜风,女,175.01,2004-05-03,南2舍110
04016080,戴旷砂,男,181.0,2004-02-16,北2舍438
04016091,马娟赫,女,155.87,2005-02-03,南1舍931
04016100,李钧稹,男,165.0,2005-05-07,北1舍702
04016111,刘涵听,女,162.62,2004-11-02,东2舍103
04016120,周鹰含,男,176.0,2004-03-20,西2舍114
04016130,彭乾昶,男,179.0,2004-03-17,南1舍330
04016140,孔昭驹,男,170.0,2004-04-20,北1舍223
04016150,曾贵风,男,164.0,2004-08-19,西1舍420
04016161,孙芃瑶,女,159.36,2003-07-20,东2舍519
04016171,覃娟倚,女,157.93,2004-05-08,北2舍601
04016180,黄咏律,男,170.0,2004-07-10,西2舍412
04016190,蒋畅澈,男,182.0,2003-10-08,东2舍203
04016200,范旷强,男,175.0,2004-07-05,南1舍635
04016210,赵骢震,男,172.0,2004-11-08,西1舍908
04016220,杨柒乐,男,179.0,2003-11-24,西2舍304
04016230,佟擎帝,男,161.0,2004-06-22,南1舍312
04016241,芦梨煊,女,162.87,2004-11-08,东2舍839
04016250,张虚淇,男,167.0,2004-03-28,东1舍837
04016260,吴忠琪,男,176.0,2005-06-19,西1舍134
04016270,廖隆曦,男,178.0,2004-06-07,东2舍133
04016281,刘熙绿,女,173.76,2004-06-13,东2舍704
04016291,易槽晴,女,162.01,2004-03-15,北2舍628
04016301,潘涟蓓,女,164.3,2004-10-31,南1舍105
04016311,徐晴容,女,166.72,2004-08-02,北2舍816
04016321,刘玉笑,女,164.67,2004-09-11,南2舍633
04016331,王美木,女,159.74,2004-01-14,北1舍802
04016340,丘来烨,男,174.0,2003-09-26,南1舍513
04016351,李奇尔,女,154.69,2004-08-30,南1舍607
04016360,苗聚易,男,176.0,2004-10-22,西2舍126
04016371,徐夏令,女,152.48,2005-01-11,西1舍820
04016380,程单颔,男,174.0,2004-03-12,南2舍129
04016390,王泮昶,男,166.0,2004-06-27,南1舍628
04016400,邢恬若,男,173.0,2004-11-24,南1舍127
04016410,石凰鸿,男,177.0,2004-06-14,西2舍628
04016421,冯楚英,女,159.45,2005-01-26,西2舍325
04016430,兰频驾,男,174.0,2005-08-13,西2舍505
04016440,傅行影,男,165.0,2004-12-15,西1舍625
04016451,吕影维,女,164.19,2004-04-23,西1舍536
04016461,王煜伟,女,158.4,2003-08-26,北1舍204
04016470,鲍铠示,男,184.0,2004-04-28,南2舍121
04016480,张康智,男,177.0,2004-04-03,东1舍425
04016490,周羽奎,男,170.0,2004-03-15,北1舍833
04016500,封密砂,男,166.0,2004-06-05,北1舍513
04016511,朱旋菲,女,177.56,2004-07-29,西1舍514
04016521,陆荫晗,女,160.5,2004-07-01,北1舍802
04016531,王柏茹,女,154.48,2004-12-23,西2舍113
04016541,田夏伊,女,169.24,2004-01-31,西1舍822
04016550,张东晞,男,170.0,2003-10-05,北2舍710
04016561,刘晗融,女,161.69,2004-10-18,东2舍136
04016570,李森烁,男,168.0,2004-06-11,东1舍132
04016581,周薇峥,女,170.53,2003-12-17,北1舍119
04016590,殷烨敬,男,182.0,2004-05-26,北2舍733
04016601,徐铃群,女,169.41,2004-08-15,南2舍414
04016610,徐韶材,男,168.0,2004-08-03,北2舍240
04016620,王拾澎,男,173.0,2004-09-13,西1舍110
04016631,周爱园,女,170.11,2004-11-01,南1舍527
04016641,蒋忆光,女,165.69,2004-04-09,南1舍815
04016650,戴辉榜,男,173.0,2005-01-08,南1舍235
04016661,陆宁钰,女,159.0,2004-08-11,西2舍116
04016670,陶钟睿,男,182.0,2003-09-30,东1舍303
04016681,杨佩舞,女,154.74,2004-04-20,南2舍609
04016691,郭煊蕾,女,160.3,2004-03-02,东1舍537
04016700,张琪亭,男,168.0,2004-09-21,北1舍503
04016711,杨伟颜,女,155.03,2005-02-01,东2舍110
04016720,卞胜霖,男,176.0,2004-11-20,西2舍939
04016730,韦震景,男,170.0,2004-12-18,南1舍411
04016741,杨菱鸥,女,163.12,2004-12-01,南2舍930
04016750,马卫森,男,166.0,2004-10-13,东2舍132
04016761,龚娥秋,女,160.18,2003-10-19,西2舍213
04016771,王丝洛,女,163.25,2004-08-25,东2舍819
04016781,彭婕娇,女,171.83,2004-05-16,西2舍820
04016790,徐坤洋,男,179.0,2003-11-28,西2舍628
04016800,余瑞略,男,179.0,2003-08-10,西2舍308
04016811,朱虹纨,女,160.58,2004-10-19,北2舍726
04016821,唐萍俏,女,153.34,2004-10-23,西2舍122
04016830,吴霆浣,男,181.0,2004-06-25,南1舍111
04016840,刘文敬,男,177.0,2004-07-20,东1舍321
04016850,陈豪盛,男,172.0,2004-10-07,西2舍825
04016861,朱贺瑜,女,156.34,2004-10-14,西1舍108
04016870,杨凯贵,男,166.0,2004-06-20,东1舍323
04016880,王卫涛,男,160.0,2004-12-12,东1舍127
04016891,王琪玉,女,164.19,2005-02-04,东1舍218
04016901,赖真飘,女,166.14,2004-07-20,北1舍930
04016911,林鹤希,女,157.55,2004-05-03,西2舍640
04016920,裴远泉,男,170.0,2005-01-07,西2舍418
04016931,王瑞贺,女,172.29,2005-02-12,南1舍334
04016940,唐希朕,男,176.0,2004-09-09,北2舍138
04016950,刘章昌,男,158.0,2005-01-30,东2舍318
04016960,罗豪哲,男,182.0,2004-05-26,南1舍411
04016970,李瑞全,男,158.0,2004-07-04,东2舍135
04016981,张馥若,女,166.72,2004-07-12,西1舍401
04016991,曹籁虞,女,156.11,2004-04-27,西2舍525
04017001,陈凌晨,女,154.83,2005-01-20,南1舍731
04017010,周胜诚,男,165.0,2005-01-17,南1舍207
04017020,李翊琦,男,176.0,2005-03-15,南1舍838
04017030,杨含乾,男,184.0,2005-06-21,西2舍603
04017040,李彬辈,男,171.0,2004-01-05,东1舍809
04017050,李略敖,男,190.0,2005-03-26,南1舍714
04017061,王怡宇,女,171.07,2004-07-19,西2舍807
04017071,李珠英,女,168.47,2004-12-10,西1舍735
04017080,蔡卓志,男,163.0,2004-06-13,东2舍807
04017091,孙昊雨,女,170.97,2004-08-12,东1舍422
04017101,李虞奇,女,166.87,2004-09-10,北2舍628
04017111,黄琬玉,女,168.82,2004-08-01,北1舍301
04017121,陈海玉,女,167.92,2004-12-09,东1舍417
04017130,李杉柒,男,169.0,2004-10-01,东2舍622
04017141,萧瑗嫦,女,166.11,2004-07-18,南1舍227
04017151,李茹莺,女,172.79,2005-04-03,南1舍123
04017160,李凰君,男,175.0,2004-06-27,东2舍940
04017170,梁瀛卿,男,164.0,2004-11-07,南2舍822
04017180,时刚森,男,182.0,2004-03-19,北2舍207
04017191,韩旋灿,女,157.21,2004-08-09,东1舍531
04017201,陈锦书,女,171.6,2003-09-26,东1舍523
04017210,黄才基,男,174.0,2004-07-13,东1舍433
04017221,宋容浩,女,168.38,2004-09-27,西2舍835
04017230,杨擎瀛,男,169.0,2004-12-18,东1舍139
04017240,曾云之,男,172.0,2004-10-25,南2舍825
04017250,何谚瀚,男,181.0,2004-02-18,东2舍812
04017260,赵征材,男,185.0,2004-05-19,东1舍208
04017271,杨茜光,女,162.89,2004-12-03,南1舍117
04017280,吴澔辉,男,179.0,2004-03-31,东2舍202
04017290,徐濮珺,男,189.0,2004-06-13,北1舍637
04017300,王卫蒙,男,177.0,2004-09-17,南1舍831
04017311,米昕佩,女,170.19,2005-10-19,南1舍903
04017321,陈肖芯,女,163.17,2004-06-09,南2舍824
04017331,陈羽偀,女,163.76,2005-04-15,东2舍705
04017340,朱友臻,男,177.0,2004-10-05,东1舍539
04017351,王雁鸥,女,169.62,2004-09-21,北2舍522
04017361,张彩弦,女,162.66,2004-05-28,东1舍906
04017370,袁烊业,男,163.0,2004-07-27,南1舍217
04017381,周珊琬,女,166.57,2004-05-21,东2舍525
04017391,周莎嘉,女,169.6,2004-11-01,北2舍213
04017401,张菲娟,女,167.41,2004-06-18,东2舍727
04017411,高烷燕,女,151.4,2004-08-29,北1舍204
04017420,唐喆诗,男,177.0,2003-10-15,东2舍711
04017430,陈烨凯,男,165.0,2004-03-10,西2舍924
04017440,陈广科,男,168.0,2004-12-17,西1舍321
04017451,卜蓉昊,女,161.19,2004-05-07,南1舍717
04017460,郭冠矾,男,174.0,2004-06-16,北2舍703
04017470,朱泉谚,男,179.0,2004-06-03,东1舍522
04017481,刘叶笛,女,152.47,2004-09-23,东1舍525
04017491,季扬晗,女,155.34,2004-12-26,南1舍609
04017501,陈秋菁,女,157.44,2004-08-04,西2舍907
04017510,郑畅溯,男,170.0,2004-09-25,北1舍835
04017520,王震尧,男,166.0,2004-04-07,南2舍415
04017530,高杉征,男,160.0,2004-07-12,东2舍514
04017541,王铃任,女,163.47,2004-04-12,南1舍427
04017551,栾颜驰,女,161.28,2004-11-04,南2舍305
04017561,张馥南,女,158.46,2003-12-09,西1舍223
04017571,徐媱颖,女,169.71,2004-10-17,东1舍132
04017581,张阳倩,女,161.79,2004-05-25,西2舍814
04017590,阎豪棋,男,177.0,2004-08-30,西2舍523
04017601,吴文振,女,173.61,2004-06-07,东2舍619
04017611,凌筱维,女,154.52,2004-06-21,西2舍112
04017620,严彤攸,男,178.0,2004-10-12,西1舍118
04017630,邓俊示,男,159.0,2004-06-02,北1舍717
04017640,李襦喆,男,173.0,2004-01-08,北2舍802
04017650,王翊臣,男,174.0,2004-06-20,北2舍638
04017661,王丽萌,女,153.79,2005-04-13,西2舍111
04017670,史业东,男,167.0,2004-02-10,南1舍635
04017681,谢洁萌,女,153.85,2004-03-19,南2舍729
04017691,潘芥彩,女,164.11,2004-08-10,东2舍513
04017700,谢睿楠,男,182.0,2004-08-05,东2舍215
04017710,张昌儒,男,167.0,2005-02-25,南1舍310
04017721,杨瑛佳,女,172.23,2004-05-19,北1舍413
04017730,韦弛圣,男,155.0,2004-05-04,东1舍540
04017740,冯弛韦,男,180.0,2004-07-12,西2舍903
04017751,张晨岚,女,182.04,2004-05-20,东2舍637
04017761,邓芯娅,女,173.11,2004-08-16,北1舍639
